Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Chicken	dS with Chicken
ENSTGUG00000013543	ENSTGUG00000013543.2	ENSTGUT00000014103	ENSTGUT00000014103.2	0.0513	0.3125
ENSTGUG00000021545	ENSTGUG00000021545.1	ENSTGUT00000037802	ENSTGUT00000037802.1	0.1057	0.6559
ENSTGUG00000013541	ENSTGUG00000013541.2	ENSTGUT00000014101	ENSTGUT00000014101.2	0.1042	0.4594
ENSTGUG00000013541	ENSTGUG00000013541.2	ENSTGUT00000033043	ENSTGUT00000033043.1	0.1042	0.4594
ENSTGUG00000027534	ENSTGUG00000027534.1	ENSTGUT00000044054	ENSTGUT00000044054.1		
ENSTGUG00000021054	ENSTGUG00000021054.1	ENSTGUT00000020506	ENSTGUT00000020506.1		
ENSTGUG00000013538	ENSTGUG00000013538.2	ENSTGUT00000028153	ENSTGUT00000028153.1	0.0309	0.3901
ENSTGUG00000013538	ENSTGUG00000013538.2	ENSTGUT00000029236	ENSTGUT00000029236.1	0.0309	0.3901
ENSTGUG00000013538	ENSTGUG00000013538.2	ENSTGUT00000014098	ENSTGUT00000014098.2	0.0309	0.3901
ENSTGUG00000013538	ENSTGUG00000013538.2	ENSTGUT00000038473	ENSTGUT00000038473.1	0.0309	0.3901
ENSTGUG00000024388	ENSTGUG00000024388.1	ENSTGUT00000021068	ENSTGUT00000021068.1		
ENSTGUG00000013537	ENSTGUG00000013537.2	ENSTGUT00000014097	ENSTGUT00000014097.2	0.0209	0.4013
ENSTGUG00000013537	ENSTGUG00000013537.2	ENSTGUT00000039250	ENSTGUT00000039250.1	0.0209	0.4013
ENSTGUG00000013537	ENSTGUG00000013537.2	ENSTGUT00000020612	ENSTGUT00000020612.1	0.0209	0.4013
ENSTGUG00000013537	ENSTGUG00000013537.2	ENSTGUT00000026887	ENSTGUT00000026887.1	0.0209	0.4013
ENSTGUG00000025901	ENSTGUG00000025901.1	ENSTGUT00000042422	ENSTGUT00000042422.1		
ENSTGUG00000025901	ENSTGUG00000025901.1	ENSTGUT00000038281	ENSTGUT00000038281.1		
ENSTGUG00000025901	ENSTGUG00000025901.1	ENSTGUT00000044792	ENSTGUT00000044792.1		
ENSTGUG00000025901	ENSTGUG00000025901.1	ENSTGUT00000023874	ENSTGUT00000023874.1		
ENSTGUG00000025901	ENSTGUG00000025901.1	ENSTGUT00000031845	ENSTGUT00000031845.1		
ENSTGUG00000023567	ENSTGUG00000023567.1	ENSTGUT00000021053	ENSTGUT00000021053.1		
ENSTGUG00000021181	ENSTGUG00000021181.1	ENSTGUT00000044680	ENSTGUT00000044680.1		
ENSTGUG00000013536	ENSTGUG00000013536.2	ENSTGUT00000027139	ENSTGUT00000027139.1	0.087	0.49
ENSTGUG00000013536	ENSTGUG00000013536.2	ENSTGUT00000040011	ENSTGUT00000040011.1	0.087	0.49
ENSTGUG00000013536	ENSTGUG00000013536.2	ENSTGUT00000032658	ENSTGUT00000032658.1	0.087	0.49
ENSTGUG00000013536	ENSTGUG00000013536.2	ENSTGUT00000031513	ENSTGUT00000031513.1	0.087	0.49
ENSTGUG00000013536	ENSTGUG00000013536.2	ENSTGUT00000036599	ENSTGUT00000036599.1	0.087	0.49
ENSTGUG00000013536	ENSTGUG00000013536.2	ENSTGUT00000014096	ENSTGUT00000014096.2	0.087	0.49
ENSTGUG00000013536	ENSTGUG00000013536.2	ENSTGUT00000028915	ENSTGUT00000028915.1	0.087	0.49
ENSTGUG00000026077	ENSTGUG00000026077.1	ENSTGUT00000030549	ENSTGUT00000030549.1		
ENSTGUG00000029263	ENSTGUG00000029263.1	ENSTGUT00000019888	ENSTGUT00000019888.1	0.7058	60.8248
ENSTGUG00000029263	ENSTGUG00000029263.1	ENSTGUT00000019888	ENSTGUT00000019888.1	0.6909	62.6268
ENSTGUG00000029263	ENSTGUG00000029263.1	ENSTGUT00000019888	ENSTGUT00000019888.1	0.6684	25.7727
ENSTGUG00000021394	ENSTGUG00000021394.1	ENSTGUT00000035313	ENSTGUT00000035313.1		
ENSTGUG00000019138	ENSTGUG00000019138.1	ENSTGUT00000031298	ENSTGUT00000031298.1		
ENSTGUG00000019511	ENSTGUG00000019511.1	ENSTGUT00000038034	ENSTGUT00000038034.1		
ENSTGUG00000013534	ENSTGUG00000013534.2	ENSTGUT00000027285	ENSTGUT00000027285.1	0.0304	0.2611
ENSTGUG00000013534	ENSTGUG00000013534.2	ENSTGUT00000014094	ENSTGUT00000014094.2	0.0304	0.2611
ENSTGUG00000020229	ENSTGUG00000020229.1	ENSTGUT00000038771	ENSTGUT00000038771.1		
ENSTGUG00000024679	ENSTGUG00000024679.1	ENSTGUT00000037513	ENSTGUT00000037513.1		
ENSTGUG00000029288	ENSTGUG00000029288.1	ENSTGUT00000043566	ENSTGUT00000043566.1	0.0616	0.5166
ENSTGUG00000029288	ENSTGUG00000029288.1	ENSTGUT00000039841	ENSTGUT00000039841.1	0.0616	0.5166
ENSTGUG00000025481	ENSTGUG00000025481.1	ENSTGUT00000020789	ENSTGUT00000020789.1		
ENSTGUG00000013532	ENSTGUG00000013532.2	ENSTGUT00000028687	ENSTGUT00000028687.1	0.0149	0.6154
ENSTGUG00000013532	ENSTGUG00000013532.2	ENSTGUT00000014092	ENSTGUT00000014092.2	0.0149	0.6154
ENSTGUG00000013531	ENSTGUG00000013531.2	ENSTGUT00000014091	ENSTGUT00000014091.2	0.0714	0.6297
ENSTGUG00000013531	ENSTGUG00000013531.2	ENSTGUT00000041063	ENSTGUT00000041063.1	0.0714	0.6297
ENSTGUG00000013530	ENSTGUG00000013530.2	ENSTGUT00000020181	ENSTGUT00000020181.1	0.0196	0.3061
ENSTGUG00000013530	ENSTGUG00000013530.2	ENSTGUT00000014090	ENSTGUT00000014090.2	0.0196	0.3061
ENSTGUG00000028325	ENSTGUG00000028325.1	ENSTGUT00000025289	ENSTGUT00000025289.1		
ENSTGUG00000027385	ENSTGUG00000027385.1	ENSTGUT00000034613	ENSTGUT00000034613.1		
ENSTGUG00000021124	ENSTGUG00000021124.1	ENSTGUT00000023774	ENSTGUT00000023774.1		
ENSTGUG00000013529	ENSTGUG00000013529.2	ENSTGUT00000014089	ENSTGUT00000014089.2	0.155	0.6834
ENSTGUG00000013528	ENSTGUG00000013528.2	ENSTGUT00000018973	ENSTGUT00000018973.2	0.0062	0.3729
ENSTGUG00000013528	ENSTGUG00000013528.2	ENSTGUT00000014088	ENSTGUT00000014088.2	0.0062	0.3729
ENSTGUG00000029283	ENSTGUG00000029283.1	ENSTGUT00000040789	ENSTGUT00000040789.1	0.0219	0.3115
ENSTGUG00000013526	ENSTGUG00000013526.2	ENSTGUT00000014086	ENSTGUT00000014086.2	0.0329	0.579
ENSTGUG00000013526	ENSTGUG00000013526.2	ENSTGUT00000022685	ENSTGUT00000022685.1	0.0329	0.579
ENSTGUG00000013526	ENSTGUG00000013526.2	ENSTGUT00000030109	ENSTGUT00000030109.1	0.0329	0.579
ENSTGUG00000013525	ENSTGUG00000013525.2	ENSTGUT00000028020	ENSTGUT00000028020.1	0.1553	0.4857
ENSTGUG00000013525	ENSTGUG00000013525.2	ENSTGUT00000014085	ENSTGUT00000014085.2	0.1553	0.4857
ENSTGUG00000013523	ENSTGUG00000013523.2	ENSTGUT00000014083	ENSTGUT00000014083.2	0.0089	0.2024
ENSTGUG00000021049	ENSTGUG00000021049.1	ENSTGUT00000032771	ENSTGUT00000032771.1		
ENSTGUG00000013522	ENSTGUG00000013522.2	ENSTGUT00000027728	ENSTGUT00000027728.1	0.0747	0.4116
ENSTGUG00000013522	ENSTGUG00000013522.2	ENSTGUT00000014082	ENSTGUT00000014082.2	0.0747	0.4116
ENSTGUG00000020528	ENSTGUG00000020528.1	ENSTGUT00000019512	ENSTGUT00000019512.1	0.1491	0.7061
ENSTGUG00000013518	ENSTGUG00000013518.2	ENSTGUT00000014078	ENSTGUT00000014078.2	0.2693	0.42
ENSTGUG00000013519	ENSTGUG00000013519.2	ENSTGUT00000030655	ENSTGUT00000030655.1	0.1714	0.8058
ENSTGUG00000013519	ENSTGUG00000013519.2	ENSTGUT00000014079	ENSTGUT00000014079.2	0.1714	0.8058
ENSTGUG00000013517	ENSTGUG00000013517.2	ENSTGUT00000025850	ENSTGUT00000025850.1	0.0433	0.9666
ENSTGUG00000013517	ENSTGUG00000013517.2	ENSTGUT00000014076	ENSTGUT00000014076.2	0.0433	0.9666
ENSTGUG00000026127	ENSTGUG00000026127.1	ENSTGUT00000021440	ENSTGUT00000021440.1		
ENSTGUG00000013516	ENSTGUG00000013516.2	ENSTGUT00000014075	ENSTGUT00000014075.2		
ENSTGUG00000013515	ENSTGUG00000013515.2	ENSTGUT00000014074	ENSTGUT00000014074.2	0.0477	0.4898
ENSTGUG00000024770	ENSTGUG00000024770.1	ENSTGUT00000037594	ENSTGUT00000037594.1		
ENSTGUG00000027062	ENSTGUG00000027062.1	ENSTGUT00000025233	ENSTGUT00000025233.1		
ENSTGUG00000027062	ENSTGUG00000027062.1	ENSTGUT00000036201	ENSTGUT00000036201.1		
ENSTGUG00000021219	ENSTGUG00000021219.1	ENSTGUT00000039056	ENSTGUT00000039056.1	0.371	0.9159
ENSTGUG00000021219	ENSTGUG00000021219.1	ENSTGUT00000023262	ENSTGUT00000023262.1	0.371	0.9159
ENSTGUG00000021170	ENSTGUG00000021170.1	ENSTGUT00000034084	ENSTGUT00000034084.1		
ENSTGUG00000013513	ENSTGUG00000013513.2	ENSTGUT00000014072	ENSTGUT00000014072.2	0.2964	0.53
ENSTGUG00000020032	ENSTGUG00000020032.1	ENSTGUT00000041276	ENSTGUT00000041276.1		
ENSTGUG00000013512	ENSTGUG00000013512.2	ENSTGUT00000014071	ENSTGUT00000014071.2	0.0446	0.4744
ENSTGUG00000013512	ENSTGUG00000013512.2	ENSTGUT00000033581	ENSTGUT00000033581.1	0.0446	0.4744
ENSTGUG00000013511	ENSTGUG00000013511.2	ENSTGUT00000014070	ENSTGUT00000014070.2	0.2592	0.5043
ENSTGUG00000013510	ENSTGUG00000013510.2	ENSTGUT00000045194	ENSTGUT00000045194.1	0.2292	0.8825
ENSTGUG00000013510	ENSTGUG00000013510.2	ENSTGUT00000029122	ENSTGUT00000029122.1	0.2292	0.8825
ENSTGUG00000013510	ENSTGUG00000013510.2	ENSTGUT00000014069	ENSTGUT00000014069.2	0.2292	0.8825
ENSTGUG00000013509	ENSTGUG00000013509.2	ENSTGUT00000014068	ENSTGUT00000014068.2	0.0939	0.3026
ENSTGUG00000013508	ENSTGUG00000013508.2	ENSTGUT00000014067	ENSTGUT00000014067.2	0.0287	0.0877
ENSTGUG00000013508	ENSTGUG00000013508.2	ENSTGUT00000027867	ENSTGUT00000027867.1	0.0287	0.0877
ENSTGUG00000013508	ENSTGUG00000013508.2	ENSTGUT00000033101	ENSTGUT00000033101.1	0.0287	0.0877
ENSTGUG00000013507	ENSTGUG00000013507.2	ENSTGUT00000039035	ENSTGUT00000039035.1	0.2937	1.0967
ENSTGUG00000013507	ENSTGUG00000013507.2	ENSTGUT00000014066	ENSTGUT00000014066.2	0.2937	1.0967
ENSTGUG00000013507	ENSTGUG00000013507.2	ENSTGUT00000043299	ENSTGUT00000043299.1	0.2937	1.0967
ENSTGUG00000019513	ENSTGUG00000019513.1	ENSTGUT00000034387	ENSTGUT00000034387.1	0.0713	0.3862
ENSTGUG00000013505	ENSTGUG00000013505.2	ENSTGUT00000021744	ENSTGUT00000021744.1	0.1481	0.361
ENSTGUG00000013505	ENSTGUG00000013505.2	ENSTGUT00000014064	ENSTGUT00000014064.2	0.1481	0.361
ENSTGUG00000013505	ENSTGUG00000013505.2	ENSTGUT00000030269	ENSTGUT00000030269.1	0.1481	0.361
ENSTGUG00000027007	ENSTGUG00000027007.1	ENSTGUT00000029749	ENSTGUT00000029749.1	0.2229	0.6026
ENSTGUG00000027007	ENSTGUG00000027007.1	ENSTGUT00000037051	ENSTGUT00000037051.1	0.2229	0.6026
ENSTGUG00000027007	ENSTGUG00000027007.1	ENSTGUT00000035753	ENSTGUT00000035753.1	0.2229	0.6026
ENSTGUG00000027007	ENSTGUG00000027007.1	ENSTGUT00000020226	ENSTGUT00000020226.1	0.2229	0.6026
ENSTGUG00000027007	ENSTGUG00000027007.1	ENSTGUT00000026030	ENSTGUT00000026030.1	0.2229	0.6026
ENSTGUG00000027007	ENSTGUG00000027007.1	ENSTGUT00000040138	ENSTGUT00000040138.1	0.2229	0.6026
ENSTGUG00000027007	ENSTGUG00000027007.1	ENSTGUT00000037947	ENSTGUT00000037947.1	0.2229	0.6026
ENSTGUG00000024786	ENSTGUG00000024786.1	ENSTGUT00000021996	ENSTGUT00000021996.1	0.1225	0.6226
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000029550	ENSTGUT00000029550.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000029550	ENSTGUT00000029550.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000043928	ENSTGUT00000043928.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000043928	ENSTGUT00000043928.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000031441	ENSTGUT00000031441.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000031441	ENSTGUT00000031441.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000025859	ENSTGUT00000025859.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000025859	ENSTGUT00000025859.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000032400	ENSTGUT00000032400.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000032400	ENSTGUT00000032400.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000034987	ENSTGUT00000034987.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000034987	ENSTGUT00000034987.1		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000014061	ENSTGUT00000014061.2		
ENSTGUG00000013502	ENSTGUG00000013502.2	ENSTGUT00000014061	ENSTGUT00000014061.2		
ENSTGUG00000020113	ENSTGUG00000020113.1	ENSTGUT00000036514	ENSTGUT00000036514.1		
ENSTGUG00000013501	ENSTGUG00000013501.2	ENSTGUT00000014060	ENSTGUT00000014060.2	0.0733	0.3739
ENSTGUG00000013501	ENSTGUG00000013501.2	ENSTGUT00000024615	ENSTGUT00000024615.1	0.0733	0.3739
ENSTGUG00000013500	ENSTGUG00000013500.2	ENSTGUT00000014059	ENSTGUT00000014059.2	0.0811	0.564
ENSTGUG00000026441	ENSTGUG00000026441.1	ENSTGUT00000027608	ENSTGUT00000027608.1		
ENSTGUG00000022706	ENSTGUG00000022706.1	ENSTGUT00000036844	ENSTGUT00000036844.1		
ENSTGUG00000023329	ENSTGUG00000023329.1	ENSTGUT00000042441	ENSTGUT00000042441.1		
ENSTGUG00000029198	ENSTGUG00000029198.1	ENSTGUT00000030314	ENSTGUT00000030314.1		
ENSTGUG00000020333	ENSTGUG00000020333.1	ENSTGUT00000019594	ENSTGUT00000019594.1		
ENSTGUG00000022968	ENSTGUG00000022968.1	ENSTGUT00000042338	ENSTGUT00000042338.1		
ENSTGUG00000022562	ENSTGUG00000022562.1	ENSTGUT00000024066	ENSTGUT00000024066.1		
ENSTGUG00000028834	ENSTGUG00000028834.1	ENSTGUT00000026636	ENSTGUT00000026636.1		
ENSTGUG00000021595	ENSTGUG00000021595.1	ENSTGUT00000045998	ENSTGUT00000045998.1		
ENSTGUG00000028240	ENSTGUG00000028240.1	ENSTGUT00000033449	ENSTGUT00000033449.1		
ENSTGUG00000028240	ENSTGUG00000028240.1	ENSTGUT00000022658	ENSTGUT00000022658.1		
ENSTGUG00000029235	ENSTGUG00000029235.1	ENSTGUT00000031898	ENSTGUT00000031898.1		
ENSTGUG00000027167	ENSTGUG00000027167.1	ENSTGUT00000040350	ENSTGUT00000040350.1		
ENSTGUG00000026197	ENSTGUG00000026197.1	ENSTGUT00000024063	ENSTGUT00000024063.1		
ENSTGUG00000021107	ENSTGUG00000021107.1	ENSTGUT00000039942	ENSTGUT00000039942.1		
ENSTGUG00000024634	ENSTGUG00000024634.1	ENSTGUT00000036819	ENSTGUT00000036819.1		
ENSTGUG00000025332	ENSTGUG00000025332.1	ENSTGUT00000044674	ENSTGUT00000044674.1		
ENSTGUG00000029179	ENSTGUG00000029179.1	ENSTGUT00000037087	ENSTGUT00000037087.1		
ENSTGUG00000020257	ENSTGUG00000020257.1	ENSTGUT00000038960	ENSTGUT00000038960.1		
ENSTGUG00000026784	ENSTGUG00000026784.1	ENSTGUT00000044244	ENSTGUT00000044244.1		
ENSTGUG00000022833	ENSTGUG00000022833.1	ENSTGUT00000024852	ENSTGUT00000024852.1		
ENSTGUG00000019243	ENSTGUG00000019243.1	ENSTGUT00000026018	ENSTGUT00000026018.1		
ENSTGUG00000019243	ENSTGUG00000019243.1	ENSTGUT00000027986	ENSTGUT00000027986.1		
ENSTGUG00000021905	ENSTGUG00000021905.1	ENSTGUT00000026893	ENSTGUT00000026893.1		
ENSTGUG00000021417	ENSTGUG00000021417.1	ENSTGUT00000033583	ENSTGUT00000033583.1		
ENSTGUG00000029184	ENSTGUG00000029184.1	ENSTGUT00000031533	ENSTGUT00000031533.1		
ENSTGUG00000025876	ENSTGUG00000025876.1	ENSTGUT00000030009	ENSTGUT00000030009.1		
ENSTGUG00000026979	ENSTGUG00000026979.1	ENSTGUT00000044365	ENSTGUT00000044365.1		
ENSTGUG00000022480	ENSTGUG00000022480.1	ENSTGUT00000025722	ENSTGUT00000025722.1		
ENSTGUG00000026201	ENSTGUG00000026201.1	ENSTGUT00000026268	ENSTGUT00000026268.1		
ENSTGUG00000017943	ENSTGUG00000017943.2	ENSTGUT00000018630	ENSTGUT00000018630.2		
ENSTGUG00000022379	ENSTGUG00000022379.1	ENSTGUT00000040923	ENSTGUT00000040923.1		
ENSTGUG00000028009	ENSTGUG00000028009.1	ENSTGUT00000031917	ENSTGUT00000031917.1		
ENSTGUG00000027008	ENSTGUG00000027008.1	ENSTGUT00000039397	ENSTGUT00000039397.1		
ENSTGUG00000029763	ENSTGUG00000029763.1	ENSTGUT00000033473	ENSTGUT00000033473.1		
ENSTGUG00000023315	ENSTGUG00000023315.1	ENSTGUT00000023735	ENSTGUT00000023735.1		
ENSTGUG00000021430	ENSTGUG00000021430.1	ENSTGUT00000031226	ENSTGUT00000031226.1		
ENSTGUG00000025911	ENSTGUG00000025911.1	ENSTGUT00000042384	ENSTGUT00000042384.1		
ENSTGUG00000025911	ENSTGUG00000025911.1	ENSTGUT00000021022	ENSTGUT00000021022.1		
ENSTGUG00000025911	ENSTGUG00000025911.1	ENSTGUT00000021747	ENSTGUT00000021747.1		
ENSTGUG00000025911	ENSTGUG00000025911.1	ENSTGUT00000027660	ENSTGUT00000027660.1		
ENSTGUG00000026479	ENSTGUG00000026479.1	ENSTGUT00000036598	ENSTGUT00000036598.1		
ENSTGUG00000020026	ENSTGUG00000020026.1	ENSTGUT00000023053	ENSTGUT00000023053.1		
ENSTGUG00000021326	ENSTGUG00000021326.1	ENSTGUT00000022467	ENSTGUT00000022467.1		
ENSTGUG00000027118	ENSTGUG00000027118.1	ENSTGUT00000041555	ENSTGUT00000041555.1		
ENSTGUG00000029456	ENSTGUG00000029456.1	ENSTGUT00000027915	ENSTGUT00000027915.1		
ENSTGUG00000026686	ENSTGUG00000026686.1	ENSTGUT00000023461	ENSTGUT00000023461.1		
ENSTGUG00000021847	ENSTGUG00000021847.1	ENSTGUT00000043178	ENSTGUT00000043178.1		
ENSTGUG00000029071	ENSTGUG00000029071.1	ENSTGUT00000030364	ENSTGUT00000030364.1		
ENSTGUG00000022239	ENSTGUG00000022239.1	ENSTGUT00000033438	ENSTGUT00000033438.1		
ENSTGUG00000027971	ENSTGUG00000027971.1	ENSTGUT00000040586	ENSTGUT00000040586.1		
ENSTGUG00000023999	ENSTGUG00000023999.1	ENSTGUT00000035248	ENSTGUT00000035248.1		
ENSTGUG00000013499	ENSTGUG00000013499.2	ENSTGUT00000022462	ENSTGUT00000022462.1	0.0942	0.6031
ENSTGUG00000013499	ENSTGUG00000013499.2	ENSTGUT00000038851	ENSTGUT00000038851.1	0.0942	0.6031
ENSTGUG00000013499	ENSTGUG00000013499.2	ENSTGUT00000021413	ENSTGUT00000021413.1	0.0942	0.6031
ENSTGUG00000013499	ENSTGUG00000013499.2	ENSTGUT00000014058	ENSTGUT00000014058.2	0.0942	0.6031
ENSTGUG00000023682	ENSTGUG00000023682.1	ENSTGUT00000027767	ENSTGUT00000027767.1	0.0074	0.2655
ENSTGUG00000023682	ENSTGUG00000023682.1	ENSTGUT00000014056	ENSTGUT00000014056.2	0.0074	0.2655
ENSTGUG00000019809	ENSTGUG00000019809.1	ENSTGUT00000041243	ENSTGUT00000041243.1		
ENSTGUG00000023080	ENSTGUG00000023080.1	ENSTGUT00000043813	ENSTGUT00000043813.1		
ENSTGUG00000013496	ENSTGUG00000013496.2	ENSTGUT00000014055	ENSTGUT00000014055.2		
ENSTGUG00000013496	ENSTGUG00000013496.2	ENSTGUT00000014055	ENSTGUT00000014055.2		
ENSTGUG00000013496	ENSTGUG00000013496.2	ENSTGUT00000014055	ENSTGUT00000014055.2		
ENSTGUG00000013495	ENSTGUG00000013495.2	ENSTGUT00000041225	ENSTGUT00000041225.1	0.1419	0.699
ENSTGUG00000013495	ENSTGUG00000013495.2	ENSTGUT00000027313	ENSTGUT00000027313.1	0.1419	0.699
ENSTGUG00000013495	ENSTGUG00000013495.2	ENSTGUT00000014054	ENSTGUT00000014054.2	0.1419	0.699
ENSTGUG00000013495	ENSTGUG00000013495.2	ENSTGUT00000024397	ENSTGUT00000024397.1	0.1419	0.699
ENSTGUG00000013493	ENSTGUG00000013493.2	ENSTGUT00000042873	ENSTGUT00000042873.1	0.0808	0.4931
ENSTGUG00000013493	ENSTGUG00000013493.2	ENSTGUT00000014052	ENSTGUT00000014052.2	0.0808	0.4931
ENSTGUG00000013494	ENSTGUG00000013494.2	ENSTGUT00000014053	ENSTGUT00000014053.2	0.0973	0.8272
ENSTGUG00000013492	ENSTGUG00000013492.2	ENSTGUT00000024642	ENSTGUT00000024642.1	0.0821	0.4498
ENSTGUG00000013492	ENSTGUG00000013492.2	ENSTGUT00000014051	ENSTGUT00000014051.2	0.0821	0.4498
ENSTGUG00000026314	ENSTGUG00000026314.1	ENSTGUT00000020141	ENSTGUT00000020141.1		
ENSTGUG00000022681	ENSTGUG00000022681.1	ENSTGUT00000039380	ENSTGUT00000039380.1		
ENSTGUG00000024383	ENSTGUG00000024383.1	ENSTGUT00000037852	ENSTGUT00000037852.1		
ENSTGUG00000013491	ENSTGUG00000013491.2	ENSTGUT00000026475	ENSTGUT00000026475.1	0.0169	0.6072
ENSTGUG00000013491	ENSTGUG00000013491.2	ENSTGUT00000014050	ENSTGUT00000014050.2	0.0169	0.6072
ENSTGUG00000019203	ENSTGUG00000019203.1	ENSTGUT00000028400	ENSTGUT00000028400.1	0.1901	0.8677
ENSTGUG00000013489	ENSTGUG00000013489.2	ENSTGUT00000014048	ENSTGUT00000014048.2	0.0559	0.3742
ENSTGUG00000013489	ENSTGUG00000013489.2	ENSTGUT00000037602	ENSTGUT00000037602.1	0.0559	0.3742
ENSTGUG00000022844	ENSTGUG00000022844.1	ENSTGUT00000042019	ENSTGUT00000042019.1	0.0078	1.3057
ENSTGUG00000013486	ENSTGUG00000013486.2	ENSTGUT00000022925	ENSTGUT00000022925.1	0.0944	0.3672
ENSTGUG00000013486	ENSTGUG00000013486.2	ENSTGUT00000014045	ENSTGUT00000014045.2	0.0944	0.3672
ENSTGUG00000026584	ENSTGUG00000026584.1	ENSTGUT00000037239	ENSTGUT00000037239.1		
ENSTGUG00000026584	ENSTGUG00000026584.1	ENSTGUT00000044959	ENSTGUT00000044959.1		
ENSTGUG00000026584	ENSTGUG00000026584.1	ENSTGUT00000032220	ENSTGUT00000032220.1		
ENSTGUG00000026584	ENSTGUG00000026584.1	ENSTGUT00000037873	ENSTGUT00000037873.1		
ENSTGUG00000019437	ENSTGUG00000019437.1	ENSTGUT00000043750	ENSTGUT00000043750.1		
ENSTGUG00000023151	ENSTGUG00000023151.1	ENSTGUT00000041939	ENSTGUT00000041939.1		
ENSTGUG00000026898	ENSTGUG00000026898.1	ENSTGUT00000027609	ENSTGUT00000027609.1		
ENSTGUG00000019252	ENSTGUG00000019252.1	ENSTGUT00000020099	ENSTGUT00000020099.1		
ENSTGUG00000021910	ENSTGUG00000021910.1	ENSTGUT00000032535	ENSTGUT00000032535.1		
ENSTGUG00000028246	ENSTGUG00000028246.1	ENSTGUT00000038108	ENSTGUT00000038108.1		
ENSTGUG00000013485	ENSTGUG00000013485.2	ENSTGUT00000014044	ENSTGUT00000014044.2	0.0447	0.9413
ENSTGUG00000013483	ENSTGUG00000013483.2	ENSTGUT00000014042	ENSTGUT00000014042.2	0.0365	0.7737
ENSTGUG00000013482	ENSTGUG00000013482.2	ENSTGUT00000040371	ENSTGUT00000040371.1	0.0323	0.43
ENSTGUG00000013482	ENSTGUG00000013482.2	ENSTGUT00000014041	ENSTGUT00000014041.2	0.0323	0.43
ENSTGUG00000013482	ENSTGUG00000013482.2	ENSTGUT00000022203	ENSTGUT00000022203.1	0.0323	0.43
ENSTGUG00000023900	ENSTGUG00000023900.1	ENSTGUT00000020026	ENSTGUT00000020026.1		
ENSTGUG00000013479	ENSTGUG00000013479.2	ENSTGUT00000024041	ENSTGUT00000024041.1	0.1144	0.7639
ENSTGUG00000013479	ENSTGUG00000013479.2	ENSTGUT00000035202	ENSTGUT00000035202.1	0.1144	0.7639
ENSTGUG00000013479	ENSTGUG00000013479.2	ENSTGUT00000046084	ENSTGUT00000046084.1	0.1144	0.7639
ENSTGUG00000013479	ENSTGUG00000013479.2	ENSTGUT00000042212	ENSTGUT00000042212.1	0.1144	0.7639
ENSTGUG00000013479	ENSTGUG00000013479.2	ENSTGUT00000014039	ENSTGUT00000014039.2	0.1144	0.7639
ENSTGUG00000013479	ENSTGUG00000013479.2	ENSTGUT00000014038	ENSTGUT00000014038.2	0.1144	0.7639
ENSTGUG00000013481	ENSTGUG00000013481.2	ENSTGUT00000040093	ENSTGUT00000040093.1	0.0288	0.8102
ENSTGUG00000013481	ENSTGUG00000013481.2	ENSTGUT00000024632	ENSTGUT00000024632.1	0.0288	0.8102
ENSTGUG00000013481	ENSTGUG00000013481.2	ENSTGUT00000040630	ENSTGUT00000040630.1	0.0288	0.8102
ENSTGUG00000013481	ENSTGUG00000013481.2	ENSTGUT00000014040	ENSTGUT00000014040.2	0.0288	0.8102
ENSTGUG00000017559	ENSTGUG00000017559.2	ENSTGUT00000018246	ENSTGUT00000018246.2		
ENSTGUG00000018111	ENSTGUG00000018111.2	ENSTGUT00000018798	ENSTGUT00000018798.2		
ENSTGUG00000013478	ENSTGUG00000013478.2	ENSTGUT00000014037	ENSTGUT00000014037.2		
ENSTGUG00000013477	ENSTGUG00000013477.2	ENSTGUT00000019557	ENSTGUT00000019557.1	0.0314	1.0522
ENSTGUG00000013477	ENSTGUG00000013477.2	ENSTGUT00000030310	ENSTGUT00000030310.1	0.0314	1.0522
ENSTGUG00000013477	ENSTGUG00000013477.2	ENSTGUT00000014036	ENSTGUT00000014036.2	0.0314	1.0522
ENSTGUG00000025840	ENSTGUG00000025840.1	ENSTGUT00000025576	ENSTGUT00000025576.1		
ENSTGUG00000013476	ENSTGUG00000013476.2	ENSTGUT00000014035	ENSTGUT00000014035.2	0.0658	0.9411
