Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	dN with Rat	dS with Rat
ENSMUSG00000111610	ENSMUSG00000111610.1	ENSMUST00000216017	ENSMUST00000216017.1		
ENSMUSG00000045377	ENSMUSG00000045377.5	ENSMUST00000050140	ENSMUST00000050140.5	0.0366	0.0747
ENSMUSG00000115914	ENSMUSG00000115914.1	ENSMUST00000230103	ENSMUST00000230103.1		
ENSMUSG00000075142	ENSMUSG00000075142.1	ENSMUST00000099840	ENSMUST00000099840.1	0.0591	0.1692
ENSMUSG00000063334	ENSMUSG00000063334.16	ENSMUST00000163048	ENSMUST00000163048.7	0.0181	0.2469
ENSMUSG00000063334	ENSMUSG00000063334.16	ENSMUST00000162678	ENSMUST00000162678.1	0.0181	0.2469
ENSMUSG00000063334	ENSMUSG00000063334.16	ENSMUST00000075924	ENSMUST00000075924.7	0.0181	0.2469
ENSMUSG00000063334	ENSMUSG00000063334.16	ENSMUST00000174653	ENSMUST00000174653.1	0.0181	0.2469
ENSMUSG00000101463	ENSMUSG00000101463.1	ENSMUST00000186327	ENSMUST00000186327.1		
ENSMUSG00000082044	ENSMUSG00000082044.1	ENSMUST00000121967	ENSMUST00000121967.1		
ENSMUSG00000111335	ENSMUSG00000111335.1	ENSMUST00000217068	ENSMUST00000217068.1		
ENSMUSG00000029402	ENSMUSG00000029402.8	ENSMUST00000031349	ENSMUST00000031349.8	0.0093	0.1836
ENSMUSG00000029402	ENSMUSG00000029402.8	ENSMUST00000136567	ENSMUST00000136567.1	0.0093	0.1836
ENSMUSG00000029402	ENSMUSG00000029402.8	ENSMUST00000111453	ENSMUST00000111453.1	0.0093	0.1836
ENSMUSG00000111850	ENSMUSG00000111850.1	ENSMUST00000216404	ENSMUST00000216404.1		
ENSMUSG00000111184	ENSMUSG00000111184.1	ENSMUST00000214133	ENSMUST00000214133.1		
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000131779	ENSMUST00000131779.7	0.0116	0.1438
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000150843	ENSMUST00000150843.7	0.0116	0.1438
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000184105	ENSMUST00000184105.7	0.0116	0.1438
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000184932	ENSMUST00000184932.7	0.0116	0.1438
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000145904	ENSMUST00000145904.1	0.0116	0.1438
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000138509	ENSMUST00000138509.7	0.0116	0.1438
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000183388	ENSMUST00000183388.1	0.0116	0.1438
ENSMUSG00000037514	ENSMUSG00000037514.17	ENSMUST00000183349	ENSMUST00000183349.1	0.0116	0.1438
ENSMUSG00000052837	ENSMUSG00000052837.6	ENSMUST00000209372	ENSMUST00000209372.1	0.0013	0.0885
ENSMUSG00000052837	ENSMUSG00000052837.6	ENSMUST00000064922	ENSMUST00000064922.6	0.0013	0.0885
ENSMUSG00000112007	ENSMUSG00000112007.1	ENSMUST00000219972	ENSMUST00000219972.1		
ENSMUSG00000089936	ENSMUSG00000089936.1	ENSMUST00000160032	ENSMUST00000160032.1		
ENSMUSG00000022468	ENSMUSG00000022468.12	ENSMUST00000023105	ENSMUST00000023105.4	0.081	0.5041
ENSMUSG00000022468	ENSMUSG00000022468.12	ENSMUST00000230430	ENSMUST00000230430.1	0.081	0.5041
ENSMUSG00000022468	ENSMUSG00000022468.12	ENSMUST00000100249	ENSMUST00000100249.9	0.081	0.5041
ENSMUSG00000112912	ENSMUSG00000112912.1	ENSMUST00000220424	ENSMUST00000220424.1		
ENSMUSG00000102417	ENSMUSG00000102417.1	ENSMUST00000194889	ENSMUST00000194889.1		
ENSMUSG00000026963	ENSMUSG00000026963.4	ENSMUST00000028340	ENSMUST00000028340.3	0.0925	0.0945
ENSMUSG00000026963	ENSMUSG00000026963.4	ENSMUST00000144102	ENSMUST00000144102.1	0.0925	0.0945
ENSMUSG00000102456	ENSMUSG00000102456.1	ENSMUST00000193417	ENSMUST00000193417.1		
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000189229	ENSMUST00000189229.6	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000187695	ENSMUST00000187695.6	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000189358	ENSMUST00000189358.6	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000191610	ENSMUST00000191610.1	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000189829	ENSMUST00000189829.1	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000078873	ENSMUST00000078873.10	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000099761	ENSMUST00000099761.9	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000187185	ENSMUST00000187185.1	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000145951	ENSMUST00000145951.7	0.0034	0.0687
ENSMUSG00000061080	ENSMUSG00000061080.11	ENSMUST00000133853	ENSMUST00000133853.2	0.0034	0.0687
ENSMUSG00000027224	ENSMUSG00000027224.14	ENSMUST00000110537	ENSMUST00000110537.7	0.0282	0.2149
ENSMUSG00000027224	ENSMUSG00000027224.14	ENSMUST00000110538	ENSMUST00000110538.7	0.0282	0.2149
ENSMUSG00000027224	ENSMUSG00000027224.14	ENSMUST00000155561	ENSMUST00000155561.1	0.0282	0.2149
ENSMUSG00000027224	ENSMUSG00000027224.14	ENSMUST00000148417	ENSMUST00000148417.7	0.0282	0.2149
ENSMUSG00000027224	ENSMUSG00000027224.14	ENSMUST00000154412	ENSMUST00000154412.1	0.0282	0.2149
ENSMUSG00000027224	ENSMUSG00000027224.14	ENSMUST00000147788	ENSMUST00000147788.7	0.0282	0.2149
ENSMUSG00000027224	ENSMUSG00000027224.14	ENSMUST00000028653	ENSMUST00000028653.13	0.0282	0.2149
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000109736	ENSMUST00000109736.8	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000065049	ENSMUST00000065049.14	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000128972	ENSMUST00000128972.8	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000147812	ENSMUST00000147812.7	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000126029	ENSMUST00000126029.1	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000122931	ENSMUST00000122931.1	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000140561	ENSMUST00000140561.7	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000130902	ENSMUST00000130902.1	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000137791	ENSMUST00000137791.1	0.0366	0.1804
ENSMUSG00000052926	ENSMUSG00000052926.16	ENSMUST00000109738	ENSMUST00000109738.9	0.0366	0.1804
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000123444	ENSMUST00000123444.1	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000111639	ENSMUST00000111639.7	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000111636	ENSMUST00000111636.7	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000129788	ENSMUST00000129788.7	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000111638	ENSMUST00000111638.7	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000136594	ENSMUST00000136594.1	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000203818	ENSMUST00000203818.1	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000204578	ENSMUST00000204578.1	0.1525	0.2733
ENSMUSG00000040187	ENSMUSG00000040187.15	ENSMUST00000080530	ENSMUST00000080530.5	0.1525	0.2733
ENSMUSG00000112517	ENSMUSG00000112517.1	ENSMUST00000220181	ENSMUST00000220181.1		
ENSMUSG00000118204	ENSMUSG00000118204.1	ENSMUST00000235330	ENSMUST00000235330.1		
ENSMUSG00000118204	ENSMUSG00000118204.1	ENSMUST00000237298	ENSMUST00000237298.1		
ENSMUSG00000118204	ENSMUSG00000118204.1	ENSMUST00000236202	ENSMUST00000236202.1		
ENSMUSG00000101826	ENSMUSG00000101826.1	ENSMUST00000188636	ENSMUST00000188636.1		
ENSMUSG00000020713	ENSMUSG00000020713.6	ENSMUST00000103071	ENSMUST00000103071.3	0.0169	0.1677
ENSMUSG00000020658	ENSMUSG00000020658.10	ENSMUST00000111178	ENSMUST00000111178.1	0.0044	0.2108
ENSMUSG00000020658	ENSMUSG00000020658.10	ENSMUST00000218166	ENSMUST00000218166.1	0.0044	0.2108
ENSMUSG00000020658	ENSMUSG00000020658.10	ENSMUST00000219331	ENSMUST00000219331.1	0.0044	0.2108
ENSMUSG00000020658	ENSMUSG00000020658.10	ENSMUST00000219797	ENSMUST00000219797.1	0.0044	0.2108
ENSMUSG00000020658	ENSMUSG00000020658.10	ENSMUST00000217677	ENSMUST00000217677.1	0.0044	0.2108
ENSMUSG00000020658	ENSMUSG00000020658.10	ENSMUST00000218545	ENSMUST00000218545.1	0.0044	0.2108
ENSMUSG00000102685	ENSMUSG00000102685.1	ENSMUST00000194005	ENSMUST00000194005.1		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000084319	ENSMUST00000084319.10		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000126089	ENSMUST00000126089.7		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000073881	ENSMUST00000073881.7		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000130421	ENSMUST00000130421.7		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000019229	ENSMUST00000019229.14		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000144577	ENSMUST00000144577.1		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000152633	ENSMUST00000152633.1		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000125235	ENSMUST00000125235.1		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000135201	ENSMUST00000135201.1		
ENSMUSG00000006392	ENSMUSG00000006392.16	ENSMUST00000106384	ENSMUST00000106384.9		
ENSMUSG00000101151	ENSMUSG00000101151.1	ENSMUST00000186851	ENSMUST00000186851.1		
ENSMUSG00000026021	ENSMUSG00000026021.15	ENSMUST00000191158	ENSMUST00000191158.6	0	0
ENSMUSG00000026021	ENSMUSG00000026021.15	ENSMUST00000091374	ENSMUST00000091374.8	0	0
ENSMUSG00000026021	ENSMUSG00000026021.15	ENSMUST00000185265	ENSMUST00000185265.1	0	0
ENSMUSG00000026021	ENSMUSG00000026021.15	ENSMUST00000123857	ENSMUST00000123857.1	0	0
ENSMUSG00000108739	ENSMUSG00000108739.1	ENSMUST00000205833	ENSMUST00000205833.1		
ENSMUSG00000108657	ENSMUSG00000108657.1	ENSMUST00000205323	ENSMUST00000205323.1		
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000154689	ENSMUST00000154689.7	0.0183	0.1822
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000055213	ENSMUST00000055213.10	0.0183	0.1822
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000184205	ENSMUST00000184205.7	0.0183	0.1822
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000124154	ENSMUST00000124154.1	0.0183	0.1822
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000106171	ENSMUST00000106171.8	0.0183	0.1822
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000184118	ENSMUST00000184118.1	0.0183	0.1822
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000152816	ENSMUST00000152816.1	0.0183	0.1822
ENSMUSG00000028863	ENSMUSG00000028863.13	ENSMUST00000155212	ENSMUST00000155212.1	0.0183	0.1822
ENSMUSG00000035711	ENSMUSG00000035711.5	ENSMUST00000223944	ENSMUST00000223944.1	0.0427	0.2337
ENSMUSG00000035711	ENSMUSG00000035711.5	ENSMUST00000223563	ENSMUST00000223563.1	0.0427	0.2337
ENSMUSG00000035711	ENSMUSG00000035711.5	ENSMUST00000047877	ENSMUST00000047877.4	0.0427	0.2337
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000132367	ENSMUST00000132367.7	0.057	0.182
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000030915	ENSMUST00000030915.10	0.057	0.182
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000155775	ENSMUST00000155775.7	0.057	0.182
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000127457	ENSMUST00000127457.1	0.057	0.182
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000155375	ENSMUST00000155375.7	0.057	0.182
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000129180	ENSMUST00000129180.1	0.057	0.182
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000151710	ENSMUST00000151710.7	0.057	0.182
ENSMUSG00000029049	ENSMUSG00000029049.14	ENSMUST00000129415	ENSMUST00000129415.1	0.057	0.182
ENSMUSG00000086191	ENSMUSG00000086191.1	ENSMUST00000155531	ENSMUST00000155531.1		
ENSMUSG00000087029	ENSMUSG00000087029.1	ENSMUST00000148202	ENSMUST00000148202.1		
ENSMUSG00000087029	ENSMUSG00000087029.1	ENSMUST00000139471	ENSMUST00000139471.1		
ENSMUSG00000057000	ENSMUSG00000057000.12	ENSMUST00000080929	ENSMUST00000080929.12	0.1238	0.1832
ENSMUSG00000057000	ENSMUSG00000057000.12	ENSMUST00000138878	ENSMUST00000138878.1	0.1238	0.1832
ENSMUSG00000085134	ENSMUSG00000085134.1	ENSMUST00000137561	ENSMUST00000137561.1		
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000155123	ENSMUST00000155123.7	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000106027	ENSMUST00000106027.8	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000134057	ENSMUST00000134057.7	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000211144	ENSMUST00000211144.1	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000122143	ENSMUST00000122143.7	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000132540	ENSMUST00000132540.7	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000122868	ENSMUST00000122868.1	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000142572	ENSMUST00000142572.7	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000130687	ENSMUST00000130687.1	0.0391	0.1421
ENSMUSG00000038611	ENSMUSG00000038611.17	ENSMUST00000144250	ENSMUST00000144250.1	0.0391	0.1421
ENSMUSG00000081494	ENSMUSG00000081494.1	ENSMUST00000118417	ENSMUST00000118417.1		
ENSMUSG00000117180	ENSMUSG00000117180.1	ENSMUST00000233571	ENSMUST00000233571.1		
ENSMUSG00000040592	ENSMUSG00000040592.11	ENSMUST00000044228	ENSMUST00000044228.10	0.0808	0.1924
ENSMUSG00000040592	ENSMUSG00000040592.11	ENSMUST00000167143	ENSMUST00000167143.1	0.0808	0.1924
ENSMUSG00000023992	ENSMUSG00000023992.14	ENSMUST00000024791	ENSMUST00000024791.14	0.1181	0.2721
ENSMUSG00000023992	ENSMUSG00000023992.14	ENSMUST00000132340	ENSMUST00000132340.1	0.1181	0.2721
ENSMUSG00000023992	ENSMUSG00000023992.14	ENSMUST00000113237	ENSMUST00000113237.3	0.1181	0.2721
ENSMUSG00000023992	ENSMUSG00000023992.14	ENSMUST00000148545	ENSMUST00000148545.1	0.1181	0.2721
ENSMUSG00000034957	ENSMUSG00000034957.10	ENSMUST00000205391	ENSMUST00000205391.1	0.007	0.2462
ENSMUSG00000034957	ENSMUSG00000034957.10	ENSMUST00000042985	ENSMUST00000042985.10	0.007	0.2462
ENSMUSG00000061062	ENSMUSG00000061062.5	ENSMUST00000079363	ENSMUST00000079363.5		
ENSMUSG00000026663	ENSMUSG00000026663.6	ENSMUST00000027974	ENSMUST00000027974.6	0.0227	0.2089
ENSMUSG00000026663	ENSMUSG00000026663.6	ENSMUST00000182787	ENSMUST00000182787.1	0.0227	0.2089
ENSMUSG00000090777	ENSMUSG00000090777.2	ENSMUST00000231860	ENSMUST00000231860.1	0.0476	0.1425
ENSMUSG00000090777	ENSMUSG00000090777.2	ENSMUST00000231369	ENSMUST00000231369.1	0.0476	0.1425
ENSMUSG00000090777	ENSMUSG00000090777.2	ENSMUST00000231965	ENSMUST00000231965.1	0.0476	0.1425
ENSMUSG00000090777	ENSMUSG00000090777.2	ENSMUST00000167061	ENSMUST00000167061.1	0.0476	0.1425
ENSMUSG00000108624	ENSMUSG00000108624.1	ENSMUST00000205799	ENSMUST00000205799.1		
ENSMUSG00000074736	ENSMUSG00000074736.10	ENSMUST00000109935	ENSMUST00000109935.7	0.007	0.146
ENSMUSG00000074736	ENSMUSG00000074736.10	ENSMUST00000144179	ENSMUST00000144179.1	0.007	0.146
ENSMUSG00000074736	ENSMUSG00000074736.10	ENSMUST00000109934	ENSMUST00000109934.1	0.007	0.146
ENSMUSG00000074736	ENSMUSG00000074736.10	ENSMUST00000137280	ENSMUST00000137280.1	0.007	0.146
ENSMUSG00000074736	ENSMUSG00000074736.10	ENSMUST00000149705	ENSMUST00000149705.1	0.007	0.146
ENSMUSG00000074736	ENSMUSG00000074736.10	ENSMUST00000140870	ENSMUST00000140870.7	0.007	0.146
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000145731	ENSMUST00000145731.7	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000037401	ENSMUST00000037401.9	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000152617	ENSMUST00000152617.7	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000135796	ENSMUST00000135796.1	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000132129	ENSMUST00000132129.1	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000153822	ENSMUST00000153822.1	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000131479	ENSMUST00000131479.1	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000147234	ENSMUST00000147234.1	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000132352	ENSMUST00000132352.1	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000147242	ENSMUST00000147242.7	0.0239	0.1814
ENSMUSG00000038116	ENSMUSG00000038116.16	ENSMUST00000122814	ENSMUST00000122814.1	0.0239	0.1814
ENSMUSG00000087547	ENSMUSG00000087547.1	ENSMUST00000131365	ENSMUST00000131365.1		
ENSMUSG00000056888	ENSMUSG00000056888.11	ENSMUST00000162508	ENSMUST00000162508.8	0.1018	0.2897
ENSMUSG00000056888	ENSMUSG00000056888.11	ENSMUST00000161870	ENSMUST00000161870.2	0.1018	0.2897
ENSMUSG00000056888	ENSMUSG00000056888.11	ENSMUST00000159550	ENSMUST00000159550.1	0.1018	0.2897
ENSMUSG00000056888	ENSMUSG00000056888.11	ENSMUST00000174201	ENSMUST00000174201.1	0.1018	0.2897
ENSMUSG00000056888	ENSMUSG00000056888.11	ENSMUST00000074805	ENSMUST00000074805.11	0.1018	0.2897
ENSMUSG00000032551	ENSMUSG00000032551.7	ENSMUST00000035154	ENSMUST00000035154.3	0.0206	0.2158
ENSMUSG00000032551	ENSMUSG00000032551.7	ENSMUST00000118422	ENSMUST00000118422.1	0.0206	0.2158
ENSMUSG00000032551	ENSMUSG00000032551.7	ENSMUST00000215129	ENSMUST00000215129.1	0.0206	0.2158
ENSMUSG00000029076	ENSMUSG00000029076.14	ENSMUST00000105579	ENSMUST00000105579.7	0.0124	0.1884
ENSMUSG00000029076	ENSMUSG00000029076.14	ENSMUST00000050078	ENSMUST00000050078.12	0.0124	0.1884
ENSMUSG00000029076	ENSMUSG00000029076.14	ENSMUST00000097734	ENSMUST00000097734.10	0.0124	0.1884
ENSMUSG00000029076	ENSMUSG00000029076.14	ENSMUST00000105578	ENSMUST00000105578.1	0.0124	0.1884
ENSMUSG00000029076	ENSMUSG00000029076.14	ENSMUST00000124872	ENSMUST00000124872.1	0.0124	0.1884
ENSMUSG00000029076	ENSMUSG00000029076.14	ENSMUST00000149971	ENSMUST00000149971.1	0.0124	0.1884
ENSMUSG00000052488	ENSMUSG00000052488.7	ENSMUST00000079510	ENSMUST00000079510.5	0.0067	0.2109
ENSMUSG00000052488	ENSMUSG00000052488.7	ENSMUST00000212991	ENSMUST00000212991.1	0.0067	0.2109
ENSMUSG00000052488	ENSMUSG00000052488.7	ENSMUST00000212548	ENSMUST00000212548.1	0.0067	0.2109
ENSMUSG00000052488	ENSMUSG00000052488.7	ENSMUST00000212016	ENSMUST00000212016.1	0.0067	0.2109
ENSMUSG00000052488	ENSMUSG00000052488.7	ENSMUST00000212070	ENSMUST00000212070.1	0.0067	0.2109
ENSMUSG00000052488	ENSMUSG00000052488.7	ENSMUST00000212870	ENSMUST00000212870.1	0.0067	0.2109
ENSMUSG00000052488	ENSMUSG00000052488.7	ENSMUST00000212586	ENSMUST00000212586.1	0.0067	0.2109
ENSMUSG00000111050	ENSMUSG00000111050.1	ENSMUST00000217609	ENSMUST00000217609.1		
ENSMUSG00000001027	ENSMUSG00000001027.7	ENSMUST00000021056	ENSMUST00000021056.7	0.0129	0.2831
ENSMUSG00000001027	ENSMUSG00000001027.7	ENSMUST00000174877	ENSMUST00000174877.1	0.0129	0.2831
ENSMUSG00000035200	ENSMUSG00000035200.7	ENSMUST00000034854	ENSMUST00000034854.7	0.0169	0.194
ENSMUSG00000062793	ENSMUSG00000062793.6	ENSMUST00000102622	ENSMUST00000102622.1	0.0622	0.206
ENSMUSG00000082498	ENSMUSG00000082498.1	ENSMUST00000118333	ENSMUST00000118333.1		
ENSMUSG00000074737	ENSMUSG00000074737.2	ENSMUST00000238777	ENSMUST00000238777.1		
ENSMUSG00000074737	ENSMUSG00000074737.2	ENSMUST00000099264	ENSMUST00000099264.1		
ENSMUSG00000018401	ENSMUSG00000018401.17	ENSMUST00000103179	ENSMUST00000103179.9	0.0188	0.1334
ENSMUSG00000018401	ENSMUSG00000018401.17	ENSMUST00000092802	ENSMUST00000092802.11	0.0188	0.1334
ENSMUSG00000018401	ENSMUSG00000018401.17	ENSMUST00000146871	ENSMUST00000146871.7	0.0188	0.1334
ENSMUSG00000018401	ENSMUSG00000018401.17	ENSMUST00000123105	ENSMUST00000123105.7	0.0188	0.1334
ENSMUSG00000018401	ENSMUSG00000018401.17	ENSMUST00000119628	ENSMUST00000119628.7	0.0188	0.1334
ENSMUSG00000018401	ENSMUSG00000018401.17	ENSMUST00000134216	ENSMUST00000134216.2	0.0188	0.1334
ENSMUSG00000081345	ENSMUSG00000081345.2	ENSMUST00000117651	ENSMUST00000117651.2		
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000102607	ENSMUST00000102607.9	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000102608	ENSMUST00000102608.9	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000047431	ENSMUST00000047431.10	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000136035	ENSMUST00000136035.1	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000154640	ENSMUST00000154640.7	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000148935	ENSMUST00000148935.7	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000132660	ENSMUST00000132660.1	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000131900	ENSMUST00000131900.1	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000125225	ENSMUST00000125225.1	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000155341	ENSMUST00000155341.1	0.0495	0.1986
ENSMUSG00000028830	ENSMUSG00000028830.14	ENSMUST00000141918	ENSMUST00000141918.1	0.0495	0.1986
ENSMUSG00000117245	ENSMUSG00000117245.1	ENSMUST00000232883	ENSMUST00000232883.1		
ENSMUSG00000094873	ENSMUSG00000094873.1	ENSMUST00000118061	ENSMUST00000118061.1		
ENSMUSG00000045019	ENSMUSG00000045019.4	ENSMUST00000056113	ENSMUST00000056113.4	0.0418	0.2265
ENSMUSG00000109873	ENSMUSG00000109873.1	ENSMUST00000209499	ENSMUST00000209499.1		
ENSMUSG00000026835	ENSMUSG00000026835.15	ENSMUST00000135472	ENSMUST00000135472.1	0.0649	0.2756
ENSMUSG00000026835	ENSMUSG00000026835.15	ENSMUST00000028179	ENSMUST00000028179.14	0.0649	0.2756
ENSMUSG00000026835	ENSMUSG00000026835.15	ENSMUST00000117486	ENSMUST00000117486.7	0.0649	0.2756
ENSMUSG00000109732	ENSMUSG00000109732.1	ENSMUST00000210418	ENSMUST00000210418.1		
ENSMUSG00000117810	ENSMUSG00000117810.1	ENSMUST00000236578	ENSMUST00000236578.1		
ENSMUSG00000084160	ENSMUSG00000084160.1	ENSMUST00000121928	ENSMUST00000121928.1		
ENSMUSG00000097882	ENSMUSG00000097882.2	ENSMUST00000184762	ENSMUST00000184762.1		
ENSMUSG00000097882	ENSMUSG00000097882.2	ENSMUST00000181420	ENSMUST00000181420.1		
ENSMUSG00000118309	ENSMUSG00000118309.1	ENSMUST00000237754	ENSMUST00000237754.1		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000235318	ENSMUST00000235318.1		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000137672	ENSMUST00000137672.2		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000237875	ENSMUST00000237875.1		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000040907	ENSMUST00000040907.7		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000236614	ENSMUST00000236614.1		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000237265	ENSMUST00000237265.1		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000236268	ENSMUST00000236268.1		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000150534	ENSMUST00000150534.8		
ENSMUSG00000036775	ENSMUSG00000036775.13	ENSMUST00000123056	ENSMUST00000123056.1		
